ACN,incident_year,label_unstable,text_main,env_flight_conditions,env_light,env_month,env_season,env_ceiling_bucket,env_visibility_bucket,env_has_turbulence,env_has_windshear,env_has_rain,env_has_icing,env_has_cloudy,env_has_fog,env_has_haze_smoke,env_has_thunderstorm,env_has_snow,env_any_adverse_weather
1607965,2019,0,While on a visual approach into UNV Runway 24; we received a EGWPS warning instructing the flight crew to take evasive action. The EGWPS warning sounded and instructed us to 'pull up'. The conditions were VFR and we had clear visual contact with the terrain. I started a stabilized descent after I passed the last ridge line to join the final approach course. We appeared to be past the ridge and had over 1;000 ft clearance with the terrain. I immediately performed the EGWPS escape maneuver and the aural alert ceased. We proceeded with the visual approach and landed with no issue. I have flown into UNV numerous times in the [other similarly sized aircraft] and have never had this issue. ATC vectored us in a little tighter than normal and I guess the ridge is a little higher in that vicinity which triggered the alert. In the future I will request a wider vector and delay my descent from the MVA until the aircraft is completely clear of the ridge and established on the final approach course. I also should've been monitoring the 'Terrain' page on my MFD. I typically do this; but realized I wasn't; after the fact; during this event.,VMC,Daylight,Month_01,Winter,Missing,Missing,No,No,No,No,No,No,No,No,No,No
1608057,2019,0,Established on the RNAV 10L approach. On speed on altitude for crossing. At/over XATTU final approach fix at 1800 ft received GPWS TERRAIN WARNING. Disconnected autopilot and corrected as in day VMC conditions. Landed uneventfully.,VMC,Daylight,Month_01,Winter,Missing,Missing,No,No,No,No,No,No,No,No,No,No
1608252,2019,0,[I was a solo student pilot] flying Cessna 172 to ZZZ utilizing VFR flight following and on-board GPS while in-route. I visually identified what I thought to be ZZZ to ATC approach whereupon VFR flight following was cancelled approximately 8 NM from the airfield. Fixated on the field in view; I announced my intentions to ZZZ UNICOM and proceeded to land on what I would later realize was ZZZ1 Runway XX. Once on the ground and clear of the runway and taxiway; I was met by a vehicle carrying a concerned man; who prompted me to call ATC; at which point I realized I was at the wrong airport. ATC explained to me the reality that I had just landed on an active; controlled runway without any clearance whatsoever. I then gave ATC all information asked for and explained that I was a solo; student pilot; and that the snow-covered ground and approach directly into the rising sun; inhibited my ability to acknowledge airport ZZZ. After complying with ATC; I proceeded to properly depart ZZZ1 and safely land at ZZZ; which lies approximately 5 NM to the NW. This event was corrected and will be avoided in the future by further flight planning including examining satellite images of unfamiliar regions and destinations.,VMC,Dawn,Month_01,Winter,High,11_plus,No,No,No,No,No,No,No,No,Yes,Yes
1608282,2019,0,We were being vectored into FTY off of the WRGNZ Arrival.  We were vectored after passing SKYME and had passed PDK; and had been informed we were number 2 and climb back up to 4;000.  We had been vectored away from FTY.  I informed Approach I had FTY in sight.  I did not back up my sighting of the airport with all of the instruments I had in the aircraft.  I remember thinking how it was severe VRF and I needed to keep my eyes looking for other aircraft.  I had the RNAV 26 procedure in the GPS and had quit looking at it once I identified the (wrong airport) airport.  I was cleared to land and lined up with MGE Runway 29.  There was a strong crosswind and was not alarmed by the divergence in heading.  We were informed we probably did not want to continue the landing because we were lined up with KMGE.  Upon making the turn toward FTY I got my first look at the magenta line going into FTY and the last time I had reset the direct to into FTY.  I was sickened and amazed.  I failed in too many ways.  I will always use all of the instruments and pay better attention to the airports that are close so I don't make the mistake again.  It would have been so easy to have sequenced the Route to FTY once they routed me away from FTY.  There is no excuse for not sequencing the GPS to FTY and backing up what I thought I was seeing.  Once I identified FTY visually the navigation sequence of flight was complete in my mind.  I will not make this mistake again.,VMC,Daylight,Month_01,Winter,Missing,Missing,No,No,No,No,No,No,No,No,No,No
1608317,2019,0,I was off position but in the Tower cab and I noticed an unsafe opposite direction situation occur with multiple arrivals to our crossing runway.One aircraft; [Aircraft X]; was brought in for an approach to RWY 21. At the same time; two aircraft were brought in for a RWY 03 approach [Aircraft Y and Aircraft Z]. Neither aircraft to RWY 03 were APREQ [Approval Request] with the Tower which is in violation of the locally coordinated procedures at the time. The second aircraft inbound to RWY 03; Aircraft Y; was also less than a mile away from the first aircraft [Aircraft X] to RWY 03; and did not have the first aircraft in sight. When the aircraft to RWY 21 touched down; both arrivals to RWY 03 were well inside our local cutoffs for opposite direction operations. There was no contingency plan put in place by Approach Control if the RWY 21 arrival went around.Operations to our crosswind runway should be coordinated by the Approach Control before aircraft are brought in for the approach.Opposite direction operations need to be better defined in the LOA.,Missing,Missing,Month_01,Winter,Missing,Missing,No,No,No,No,No,No,No,No,No,No
1608350,2019,0,On approach to Runway XX at ZZZ at 6;000 feet; it was our last flight of the night and we were working on about at a 10 hour duty day. We had been in the same aircraft all day with ACARS MELed. The [weight and balance system] worked through the WiFi for the most part; but it seemed to be spotty at times. The clearance was for us to descend to 4;000 feet and to slow to 190 knots. As we slowed; I called for flaps 2 in order to expedite the descent; as it appeared we were next for the approach and had just passed abeam the field. We received a clearance to turn base and at that moment we received a Master Caution and a Flight Control light. Looking up at the Flight Control panel we noticed the Yaw Damper light was illuminated and the Yaw Damper switch was off.The Captain noticed that the yoke was displaced a large degree to the left; and at that moment I looked at the flap gauge and noticed that we had a split flap condition which was likely the cause of all this. The right flap was almost at zero and the left flap was a little less than 1. The aircraft seemed to be struggling with the turn on the autopilot; so I took control manually; but left the autothrottle on. I knew this was against normal procedure but thought it was the best way to manage the situation and the Captain agreed. She got out the QRH while I talked to ATC to arrange for somewhere to hold while we worked the problem. There was some initial confusion as to which checklist to use as there are many that seem to cover issues with the flaps. We ended up running the Trailing Edge Flap Asymmetry Checklist which quickly led us to the Trailing Edge Flaps Up Landing Checklist.This checklist was mostly uneventful; however; the Captain was having some trouble getting the [weight and balance system] to work. She was ready to call Dispatch and have them run the numbers for Flaps Up when I suggested that we switch duties. I felt comfortable with the [weight and balance system] and it would allow me to rest after about 30 plus minutes of hand flying in the hold. I was able to get the [performance] data from the EFB and entered it; and I ran the deferred items and the remainder of the checklist. She flew the aircraft to a landing on Runway XX. After landing we ran the Brake Cooling Module; which again took some time even on the LTE network through cellular. The 30-minute wait time from the Brake Cooling Module was reduced to about 20 after we relayed the Fire Departments thermal imaging reported temperatures to Dispatch and Maintenance through Radio 2 and they agreed.You won't be able to prevent mechanical issues from occurring. The checklists worked as advertised as we were eventually able to get on the correct one. However; the [weight and balance system] through the WiFi needs to be looked at. For one; it seems ACARS is never there when you need it anymore. I don't remember this being such a problem my first [few] years here; however; since we have gone to [the new weight and balance calculating system] it seems that the occurrence of ACARS NO COMM has skyrocketed. I am not implying that the two are related; just that my observance of ACARS issues is now more attuned to that since it is now the primary way to get our TO and Landing Data. When you combo this with our very poor WiFi service it seems that this is asking for trouble. In this situation we had plenty of gas to hold and fix our problems but we were supposed to land with a bit more than the minimum so we had time. Other flights may not and will need quicker answers through ACARS or WiFi.,Mixed,Night,Month_01,Winter,Medium,6_to_10,No,No,No,No,No,No,No,No,No,No
1608453,2019,0,As you know; [Company] now wants pilots to conduct Autoland approaches for aircraft currency vs the previous protocol where maintenance could restore the currency. My safety concern is that most approaches we fly are in weather above 800/2. Of course; there is an FOM paragraph that address this. The paragraph notes that we must notify tower so they may protect the critical area. As [we] know; at busy airports; the critical area cannot and will not be protected. As required; ATC will notify us of the unprotected area. The FOM goes on to say that while an autoland is authorized with an unprotected area; that LOC/GS beam bending may result in the possibility of a runway excursion. So [company] recognizes the possibility of a runway excursion with an unprotected critical area autoland; yet tell us to go ahead and chance it anyway. That's just plain old crazy. [Instances of this procedure causing this type of problem have already occurred.] If the logic break noted in the previous paragraph does not change [Company's] mind on this procedure; I'd hope the [aforementioned incident] causes an immediate change in [Company] procedures.,Missing,Missing,Month_01,Winter,Missing,Missing,No,No,No,No,No,No,No,No,No,No
1608460,2019,0,[We were] cleared into DEN on the ZPLYN3 Arrival. The active modes were LNAV/VNAV. The crew was expecting and briefed RNAV Z 16L which was installed. At approximately 10-11000 FT; the crew was cleared for RNAV Z 17R. The R/W; approach with QWIKE transition; and arrival were installed. The arc turn beginning at STAAM was present and visible on the ND. As fix QWIKE was captured; the turn fix STAAM was no longer on the ND or fix page and new active waypoint became ROOOL (a fix on the arrival but not on the approach). Still in LNAV; the aircraft was proceeding to ROOOL even though the procedure arc was still present. The aircraft did not turn at STAAM. The Captain (Pilot Monitoring [PM]) directed the First Officer (Pilot Flying [PF]) to start the turnout of LNAV which he did in Heading Select. The Captain re-installed the approach with the goal of re-engaging LNAV. During this; the First Officer was flying the aircraft on [HDG] SEL back onto the arc which had remained visible during the entire event. Approach radioed the first correction call at the exact time the crew had started the [HDG] SEL turn having recognized the turn had not commenced. PM reported [we were] in a turn. A second ATC radio call was made despite the response which was again answered. At this point Approach canceled approach clearance and directed [us] to turn right 340 degrees and descend to 8000 FT. Once again the crew responded in compliance but ATC repeated the instructions. PM responded again. A third ATC radio call instructed [us] to turn left 260 degrees and descend to 7000 FT and cleared for visual approach. For the third time; PM responded however the radio call was repeated and acknowledged. [We were] switched to Tower and cleared to land and taxi to gate with no radio problems. On debriefing; the crew discussed the re-emerging of STAR fix ROOOL as the active fix after QWIKE capture. We discussed the possibility of the aircraft not turning because the jet had an un-modifiable active waypoint (ROOOL) at the moment the new approach was selected and activated. Approach requested to be contacted. The Captain spoke with Supervisor to discuss the event. [Supervisor] advised that DEN was having '2 to 3 deviations daily' on the Z RNAV Approaches. They were filling out internal deviation reports and debriefing with the crews. He asked for input on possible causes. The Captain mentioned the described navigation anomaly; the late approach clearance (just outside QWIKE) along with possible controller Comm problems (three separate repeated and acknowledged controller instructions) as potential causal factors. Crew recommends simulator re-enactment to investigate LNAV functionality with regards to RNAV Z 17R being activated at the critical point of just outside IAF capture.,VMC,Missing,Month_01,Winter,Missing,Missing,No,No,No,No,No,No,No,No,No,No
1608497,2019,0,During the RNAV visual approach to XXR Aircraft X had a jammed control wheel (aileron) specifically no left roll at approx 600 AGL shortly after disconnecting the autopilot; while rolling out of the turn to final. I was flying at the time of the malfunction. I brought it to the attention of [the] Captain; and we exchanged control to find that his left ailerons were also jammed. Captain quickly and verbally performed the memory item with confirmation and disconnected the aileron. We then determined that the right side controls had roll authority; while the Captain was helping on the elevator in case of any other issues. Together we continued a stable approach to landing in the touchdown zone and on centerline. Maintenance at ZZZ found a flashlight left in the forward Electronics bay and speculated that to be the cause of the jam.,VMC,Daylight,Month_01,Winter,Missing,Missing,No,No,No,No,No,No,No,No,No,No
1608571,2019,1,Final landing of the flight was to be made with [pilot receiving instruction] flying the aircraft; previous approach to same runway resulted in a go-around due to low airspeed; and high flare. During approach to the incident landing pilot was at a better altitude however slow on airspeed. Pilot touched down at the stall horn; and immediately pulled the control back over rotating; resulting in an audible scrapping sound with aircraft on the runway center line in a nose up attitude. During the entire approach my hands were in a defensive position; right hand open in my lap ready to catch the yoke coming back; left hand resting on my knee to catch the yoke going forward. Pilot's rotation was quicker than expected; resulting in the tail striking the ground before I was able to catch the yoke.I believe there is little I could have done to prevent this incident from occurring. A stabilized approach to landing should have been required; or go-around executed. At no time did I believe that the landing was unsafe; and being a training flight (last lesson before stage 1 check) I felt it necessary for the student to see how the resultant landing would be or make the decision on their own to execute a go-around.,VMC,Daylight,Month_01,Winter,Missing,Missing,No,No,No,No,No,No,No,No,No,No
